3001,3303,1503,4201,0210,1700
0201,2402,1524,5101,0303,1502
7400,7400,0702,0702,0702,0702
0101,0301,0801,1501,0501,0701
3001,3003,4201,4501,0401,1700
0301,2301,3501,5301,0701,0802
3002,6801,5301,5802,0401,0602
0301,2301,1510,5101,0804,1601
0201,6802,0702,1510,0304,0702
3301,3303,5201,5801,0302,1601
3303,3402,1516,5301,0401,1402
0201,2902,0702,4001,0304,0701
2301,3101,1503,3501,0210,0404
0201,6802,5301,5301,0401,0401
0201,2902,3501,7801,0401,1601
3601,6802,4201,5301,0401,1700
1101,3402,1801,4501,0704,1601
2301,3402,1503,3501,0210,0401
2301,3201,0702,0705,1502,1505
0201,0301,5101,5703,0702,1800
0301,3402,0702,5802,0602,0702
0301,6801,0702,3501,0401,0702
0201,3103,4201,4402,0501,1700
0301,6801,5701,5703,0602,1800
3001,6801,4201,5802,0602,0701
3001,6801,4201,5802,0602,1700
0201,0301,5101,5802,0602,1402
0205,6801,5801,5802,0602,0701
0101,3301,4403,8101,0702,1800
0101,6601,0801,5802,0602,0701
0202,0301,1402,1503,0210,0802
0201,2301,3501,4403,0401,1601
2902,6801,5001,5101,0602,1601
0201,3303,1503,1801,0210,0501
2301,2402,1503,4006,0210,1502
3301,6601,1402,7801,0802,1601
2301,6602,1503,5801,0210,0701
6601,6802,3503,5301,0102,0401
3001,7400,1531,4201,0407,1700
0301,3301,3501,5001,0401,0602
3002,3303,2703,5301,0202,0401
3402,7400,4403,4501,0701,1601
0201,3001,0702,5002,0602,0702
2301,7400,1503,1503,0210,0210
3301,6602,4012,4501,1505,1601
3002,3402,3501,4501,0401,1601
2902,6801,0702,3503,0401,1505
0301,3301,3501,5301,0401,0401
2501,2902,4402,4403,0401,0501
6601,6802,0801,1510,0304,0702
2301,3301,1503,1503,0210,0210
0301,6801,5201,5802,0602,1601
3301,6802,5301,5301,0401,0401
0201,2301,4402,4403,0501,1403
0202,3001,0702,1503,0210,0702
0301,0301,0801,4901,0701,0702
0102,0301,4501,4901,0701,1601
0201,0201,0801,3501,0701,1601
3402,6802,4201,4901,0701,1700
0201,3002,0702,1801,0701,0702
0201,0301,4501,5703,0401,1601
0201,2601,4001,4501,0304,1601
1101,7400,4402,4403,0401,0501
2301,3301,0702,5801,0302,0702
0201,3601,1801,5301,0202,0401
0201,6802,1510,5101,0304,1601
0301,3001,4202,7801,1601,1700
3402,6802,5101,5802,0602,1601
1101,1101,3501,4403,0401,1800
0301,3301,3501,5301,0401,0701
0201,6802,3501,5301,0401,0701
2301,2301,0702,5301,0401,0401
0301,2902,3501,8101,0401,1800
2402,3303,1510,4001,0304,0401
0301,6802,5301,5802,0401,0602
0205,3301,3501,5801,0701,0701
2301,7400,5201,5301,0501,1601
0301,7400,4403,5301,0401,0401
1102,6802,2704,5301,0401,1202
3601,6801,1510,5801,0304,0701
0201,6801,1517,4501,0501,1601
0201,6802,1402,4402,0501,0802
0201,3002,4403,5703,0702,1505
3303,7400,1503,1510,0210,0304
0201,3601,0702,5301,0401,0501
2301,3402,4403,4501,0401,0602
3002,7400,0702,1503,0702,1505
0201,0202,1516,5301,0401,1402
0202,3601,5301,5801,0401,0802
2301,3303,1403,1516,0802,1601
3402,7400,4403,4501,0701,1601
0205,3001,4403,5301,0303,0401
3303,3402,4403,5201,0401,1601
0201,3402,4403,4501,0701,1601
0202,1101,3501,5301,0401,0401
0201,2902,4403,4501,0401,1601
0205,0301,3501,4403,0401,0401
2402,6602,1517,5801,0701,0701
6601,7400,4901,5301,0401,0701
0201,0201,5301,5801,0401,0701
0301,3001,1510,4201,0304,1700
3002,7400,3501,5703,0401,1800
0201,3601,5301,5703,0401,1800
0301,3201,1402,3501,0401,0802
0201,2402,0801,3901,0701,1203
0201,3402,3501,7801,0602,1601
2402,2902,4403,5201,0303,0701
0301,3303,0702,5801,0302,0702
2902,2902,1302,5001,0401,0602
2301,3001,4101,4201,0802,1700
0201,6801,3910,4501,1203,1601
3303,6802,0702,0801,0701,0702
0101,3402,1503,8101,0210,1800
2301,3002,1402,4501,0602,0802
0301,3002,1510,5501,0303,0304
0301,3002,0702,4702,0701,1505
0201,6601,3501,4501,0401,1601
0202,6801,5201,5301,0401,0401
3002,3402,0702,4403,0401,1700
3002,6802,1402,5301,0602,0802
0201,2301,0702,3501,0401,1505
0201,2402,2705,5201,0102,1601
0301,2301,0702,3501,0401,0702
0201,3201,0702,1503,0210,1505
0205,2301,4501,5301,0401,0602
0301,3303,3501,5703,0401,0802
2902,3002,0801,4901,0701,0701
6802,7400,1503,1510,0210,0304
2301,2601,3501,3801,0401,1203
0201,2301,1503,5301,0210,0401
3001,6801,0705,4201,0202,0702
1101,2402,5703,5801,0202,0401
0201,0202,0801,5301,0304,0401
3001,3601,0702,5301,0401,0702
2301,7400,0702,1503,0210,0702
0301,3101,5703,5801,0701,0701
0301,3402,1503,5701,0210,0701
3002,6801,5301,5703,0602,0701
3001,7400,1503,5701,0210,1800
3002,3402,2703,4403,0401,0501
2601,2601,1503,4002,0202,0210
2301,6801,1503,4501,1700,1700
0202,3201,5301,7801,0401,1601
3303,6801,4403,5301,0401,0401
3001,3003,4201,4201,1700,1700
2301,7400,0702,5301,0401,1505
3001,7400,1516,4201,1601,1700
3601,6801,4403,5201,0401,1601
0202,3201,1501,4501,0401,1800
3002,3402,4403,5301,0401,0401
2301,3001,0801,5301,0304,0401
7400,7400,1516,5703,0701,1601
0205,6801,3501,5801,0401,0701
3002,3303,5301,5702,0401,1800
3002,6602,5001,5801,0602,0701
3001,6802,1510,3501,0304,0401
3303,3402,5301,5801,0302,0401
0101,6802,0702,5301,0401,0702
7400,7400,1510,1510,0804,0804
0202,3001,1801,4201,0501,1700
3002,8001,1402,1801,0202,0802
2301,3001,4501,5801,0302,0602
2601,6801,1401,1503,0210,0802
3001,6802,1503,1503,0210,0210
3002,3303,0702,5301,0401,1505
0201,0201,1510,4201,0304,1700
3001,3001,1302,4201,0602,1700
0301,2402,0702,5704,0702,1800
0201,6801,0702,4901,0701,0702
0201,7400,0702,4410,0401,0701
0201,2301,1801,1801,0501,0501
3002,6801,3501,5802,0401,0602
3002,7400,1510,5301,0304,0401
0301,3001,4201,5301,0401,1700
0301,2301,1501,5801,0304,0304
2301,2402,0702,1402,0702,0802
0202,2301,4501,5301,0401,0602
0301,6802,1501,7801,0303,0701
3001,3003,1510,5703,0304,1700
3001,6801,4006,4201,1507,1700
3303,7400,5101,5801,0701,1601
0301,1101,0702,5501,0303,0702
2601,3303,0801,5801,0304,0701
2301,3402,3501,4403,0401,1601
2301,6802,1510,1537,0302,0304
3001,7400,3501,5301,0401,0401
3101,6801,5703,5802,0602,0701
3101,3303,0801,5107,0804,1402
0201,0301,4501,5201,0304,1601
0101,0201,2705,5201,0202,1202
2601,2601,3501,5301,0401,0401
3303,6801,3501,4201,0401,1700
0301,3303,1503,1510,0401,0401
2301,3303,5301,5301,0401,0401
0102,3001,4201,5301,0401,1700
0201,0202,5301,5301,0401,0401
0201,0205,1402,5101,0802,1601
0301,3303,5001,5802,0602,0602
0201,6802,4501,5201,0702,1601
0202,6802,5301,5301,0401,0401
0301,0301,0702,1302,0602,0701
0201,3303,5201,5301,0602,1601
2301,2301,0702,5201,0702,1601
0101,2902,0801,5301,0401,0701
0101,0301,5701,5702,0401,0701
0201,2301,3501,3910,1203,1601
0301,3002,5301,5703,0401,0701
0301,7400,0702,4403,0401,0602
0101,0202,0801,5703,0701,0701
3001,6802,1401,4201,0802,1700
2301,3001,1503,5301,0210,0401
2301,3002,0801,5301,0602,0701
2402,3303,5101,5501,0303,1601
0201,6602,0702,1510,0702,0804
0201,2902,4201,5101,1601,1700
0102,3001,1302,5801,0602,1700
3002,6802,1510,4201,0304,1700
0201,0301,1503,5301,0401,0401
0201,0202,1302,5802,0602,0602
0301,3601,0702,5301,0401,0702
3002,7400,0801,4501,0701,1601
6801,7400,1402,5501,0602,0701
0101,2301,1402,5501,0303,0802
2301,6802,4201,4502,1601,1700
3001,7400,3501,5703,0701,1601
3303,6801,0702,5802,0602,0702
2601,6801,0801,1503,0210,0304
2301,6801,1801,1801,0501,0501
0101,0201,0702,4501,0702,1601
0202,2601,1801,3501,0401,1203
2902,3303,3501,7801,0401,1601
2301,3001,1516,4201,1402,1700
0301,3002,0702,5201,0702,1601
0201,3201,0702,1501,0303,0401
0301,2902,1302,4201,0602,1700
0201,0301,1501,4501,0304,1601
0101,0201,4402,5201,0501,1202
3303,7400,5201,5703,0701,1601
0201,2402,3501,3501,0401,0401
0205,2501,1503,4403,0210,1601
3001,3001,1516,4202,1402,1700
0101,0201,0801,4402,0501,0701
0202,3001,1516,4201,1402,1700
0101,3002,0801,5703,0701,1800
0301,3201,1401,8101,0802,0804
3601,6802,5301,5301,0401,0701
0202,6801,0702,4201,1505,1700
0301,2301,1402,5301,0401,0802
2301,3303,3501,5801,0302,1601
3001,6801,0702,5301,0602,0702
6602,7400,1503,5801,0210,0302
0202,6801,1401,1801,0202,0501
2402,6602,1302,5801,0602,0701
6801,7400,1402,4201,0802,1700
2301,7400,3501,4501,0401,1601
0202,3402,4001,5301,0304,0401
2301,2501,1801,5801,0302,1203
0301,3001,1801,5301,0202,0401
0301,6802,0702,5301,0401,1505
2301,3002,4403,5301,0401,0701
1101,2301,1503,5101,0210,1503
0202,0301,4901,5802,0602,0701
0201,2301,0702,5801,0302,1505
3303,8001,4201,5301,0401,1700
2301,2301,0801,5703,0304,1800
3001,7400,0801,5703,0304,0701
0301,7400,0702,5703,0202,0702
3301,7400,1503,5301,0210,0401
3601,7400,1503,5301,0210,0401
6601,6802,0702,4403,0401,1505
3002,3303,1503,5703,0401,1800
0201,6802,1510,5201,0304,1601
0301,2301,0702,5301,0401,0702
2301,2601,4201,5101,1602,1700
1101,2301,4001,4501,0304,0602
0101,0301,3701,4102,0602,1700
3303,7400,1302,1503,0210,0602
0201,0201,0702,3901,0702,0702
0101,0301,0702,5703,0701,0701
1101,3001,4202,5501,0303,1700
0101,0201,1402,1503,0210,0802
0301,7400,0702,1503,0210,0702
1101,3201,4001,4101,0304,1700
0301,3201,1503,5301,0210,1601
6801,6802,1503,5802,0210,0602
6601,7400,4901,5801,0701,0701
7400,7400,1503,5101,0210,1601
0201,3303,1401,5802,0602,0804
0201,3101,1516,5101,1402,1502
2902,3001,0702,4202,0701,1700
3002,6801,1503,5801,0210,0302
0101,3201,3701,5301,0401,0602
3402,6601,4201,5301,0401,1700
3001,3201,4201,7801,1601,1700
3201,7400,0702,5301,0701,1505
0201,2601,2705,5101,0102,1601
0205,3001,4501,5801,0302,1601
2301,3002,1801,4501,0407,0701
0201,0205,0801,5301,0401,0701
3301,6802,5201,5301,0401,1601
3002,3003,1801,5703,0701,0704
0205,2301,0702,2705,0202,0702
0202,3001,1516,4201,1402,1700
3201,3303,3906,5801,0302,0702
0201,7400,1503,4403,0210,0303
0201,0201,4001,5301,0304,0401
0201,3001,1507,4201,0303,1700
2402,7400,1801,5703,0202,1601
2301,6802,3910,5802,0602,1203
0101,0201,0801,5201,0701,1601
2301,3001,3501,4403,0701,1601
2301,3402,3501,5301,0401,0401
2601,6802,0702,0801,0304,0702
3303,3402,5301,5802,0401,0602
0201,2301,1501,8101,0102,1800
0301,6801,0702,1503,0210,0702
2301,6801,5802,8101,0602,0804
0301,3001,4201,4901,0701,1700
6801,6802,5801,5802,0602,0701
2301,3402,0702,3501,0401,0702
2301,2902,1503,4501,0210,0602
0201,3601,5101,5301,0401,1601
3002,3402,1402,7801,0202,0802
0206,2301,0702,3501,0401,0702
7400,7400,4501,5703,0701,1601
2301,6601,3910,4403,0401,1203
0301,3402,5301,5802,0401,0602
2301,3402,5101,5801,0701,1601
0201,6602,0702,5801,0701,0702
0201,0301,4403,4501,0303,1601
2601,3601,3501,5101,0401,0702
0201,6802,0702,1302,0602,0702
0201,2301,0702,1302,0702,0804
0201,3601,3910,5301,0401,1203
3002,3601,0702,1517,0501,0701
0201,3601,4501,5301,0401,1601
2902,6603,4403,4403,0401,1601
0201,0205,1510,4501,0304,1601
0301,6601,0702,4501,0602,0702
2902,3002,0702,0801,0304,0702
1101,7400,5101,5703,0401,0701
0301,0301,0702,4901,0701,0702
2301,7400,0702,5802,0602,0702
0201,3002,4501,5801,0302,1601
1101,6801,3501,5301,0401,0401
2301,2301,4501,5802,0602,0602
2902,6801,4901,8101,0701,1800
0201,2301,4402,4403,0401,0501
3001,3301,4201,7801,1601,1700
0201,6802,4901,5301,0304,0401
2301,3301,4403,5702,0401,0802
3402,7400,4410,5801,0302,0304
3002,6801,5802,5802,0202,0602
2301,2301,0702,0705,0702,1505
2011,3301,1402,4501,0802,1601
0301,3301,1510,4402,0304,0704
3004,3201,0702,3501,0702,1800
2301,3002,4403,4410,0401,0401
0202,0202,5301,5301,0401,0401
0301,6802,0702,5704,0702,1800
7400,7400,0702,5301,0401,0701
0301,6601,4201,5703,1700,1800
0201,2402,0801,1503,0401,0701
0101,2301,5301,8101,0602,1800
3002,6802,5703,8101,0701,0804
2301,7400,1503,8101,0210,0804
0301,6601,0702,5301,0602,0702
3002,3601,1402,5301,0401,0802
3303,6801,4201,5802,0602,1700
0301,7400,2705,4101,0102,0701
7400,8001,1503,1801,0202,0210
6602,6802,4403,4901,0701,1800
2301,3303,0702,5801,0701,0702
0201,6802,2703,2703,0202,0202
2301,2901,1503,4403,0210,0401
3002,3303,0702,0801,0701,1505
0202,3303,1516,5301,0401,1402
0201,2301,4901,5101,0701,1402
3002,6801,5703,5703,0701,1800
0202,2301,5301,5301,0401,0602
1101,2402,3501,5501,0303,0401
3402,3601,3501,5802,0401,0602
3001,3303,1801,5301,0401,0701
2301,6801,1503,5802,0210,0602
0201,6801,1501,5301,0304,0401
2301,6801,0702,5301,0602,0702
0201,2501,4201,4402,0202,1700
0101,0301,4701,5701,0602,0602
1101,3002,3501,4403,0303,0401
0101,2902,0801,8101,0701,1800
0101,0202,0801,5301,0401,0701
3002,3303,1510,5301,0304,0401
3002,6802,5704,5801,0701,1800
3001,3303,1510,4202,0304,1700
3301,3303,0702,5301,0401,0702
1101,3002,0702,4001,0702,1203
0202,3001,4201,5301,0401,1700
0301,7400,1510,5703,0304,0701
2601,6802,4403,4405,0202,0401
2301,3001,4201,5301,0602,1700
2301,7400,1503,5101,0210,1601
0101,3001,0801,5801,0701,0701
0202,2402,1302,1513,0804,1202
0201,0301,0702,5802,0602,0702
0301,3002,4201,5301,0401,1700
0202,0301,1401,5201,0804,1202
0101,3001,4201,5801,0302,1700
3001,3402,3501,5301,0401,0401
6802,7400,1503,1503,0210,0210
0201,2301,3501,5301,0401,0401
0201,3303,4102,4501,0702,1402
0201,3001,1503,4202,0210,1700
7400,7400,1503,4201,0210,1700
0201,0301,4102,4501,1601,1700
0201,0301,0702,4901,0701,0702
0301,3303,4901,5801,0701,0701
0201,0301,4501,5001,0401,1601
3002,6601,0702,3910,0602,1203
