2402,7400,3503,5703,0401,0701
0301,3303,3501,5301,0401,0602
0101,3001,0705,4201,0702,1700
0301,2301,1503,1516,0210,1402
2301,3303,0705,5703,0702,1800
0101,3402,1503,5703,0210,0701
3303,6802,1516,8101,1402,1800
0201,0205,4501,5101,1502,1601
3101,6801,0801,5101,0304,0501
2301,2301,1503,8101,0210,1800
2301,7400,1503,5301,0210,0401
0201,0301,0702,4402,0501,0702
0301,3001,2705,5301,0202,0401
3303,7400,1503,1516,0210,1402
2301,2902,1503,5703,0210,0701
2301,7400,3501,5101,0401,1601
2902,7400,1516,5801,0701,1402
0202,2301,0702,5801,0702,0802
0101,2301,5701,7801,0102,0602
3402,6601,4103,5701,0602,1700
3303,3601,5301,5301,0401,0401
0301,3002,4201,5301,0401,1700
3301,3402,5109,5703,1601,1800
6601,6802,3501,5101,0401,1601
2301,2902,0702,1302,0602,0702
0101,2902,0702,4201,0701,0702
2301,3303,5301,8101,0401,0802
0201,3001,1801,5101,1203,1601
0102,0301,0702,3501,0401,0702
0101,0201,3501,5703,0802,1601
0202,3601,1510,5301,0302,0401
0301,3201,0702,4501,1505,1601
0205,3303,0702,5301,0401,0702
3301,3301,7801,7801,1601,1601
2902,3402,4403,5301,0602,1601
3001,3201,4201,5802,0602,1700
0301,3303,3501,5801,0401,0602
2301,7400,1510,5301,0304,0401
2902,3002,4101,5703,0701,1800
3001,6601,4201,5802,0602,1700
0201,6802,5101,5301,0401,1502
3301,6601,5101,5802,0602,1601
0101,3002,0702,4201,0701,1505
0201,3402,3501,4403,0401,0401
2301,2301,1503,1503,0210,0210
2902,3303,4201,5801,0302,1700
2601,7400,0801,5802,0304,0602
0301,2902,4901,5801,0701,0802
0301,3001,0801,4201,0701,1700
3002,6801,4402,5801,0302,0501
0102,0201,4501,4901,0701,1601
3001,6802,1503,4201,0210,1700
0101,0202,0801,5301,0401,0701
0201,2301,1507,5801,0303,0701
2902,6802,4404,5101,1601,1601
3002,3303,4403,5801,0401,0602
3001,3301,4201,7801,1601,1700
3002,3201,0801,5703,0701,0701
0205,3001,5703,5801,0701,1800
0201,0301,5101,5801,0701,1601
6601,6802,1510,5802,0304,0602
3201,7400,1503,3501,0210,0401
0201,3301,1501,7801,0303,1601
0201,3601,5701,5801,0401,0602
0101,0201,5701,5801,0401,0602
0101,2301,0702,3701,0602,1505
0301,6802,1510,5802,0304,0401
0301,6802,3501,5801,0602,1601
0301,6802,3501,5801,0602,1601
0201,3301,2703,3501,0202,0401
0202,6602,5801,5801,0401,0701
2301,3201,2705,4901,0202,0701
2301,3402,1503,1510,0210,0304
2301,7400,0702,1503,0210,0702
0202,3002,1402,1801,0501,0802
0301,6801,5802,5802,0602,0602
0202,0301,0702,1516,0702,1402
0301,3301,5703,5801,0602,0701
0301,3001,4201,5801,0701,1700
2301,7400,1503,5301,0210,0401
3001,3002,0801,4201,0304,1700
0201,3303,1503,5301,0210,0401
0101,0101,0801,5301,0401,0701
0101,3002,1503,4402,0401,0501
3001,6801,3501,4403,0401,0401
2301,3402,4201,5301,0401,1700
0201,0201,2705,4402,0501,1502
3001,3002,0702,1302,0602,0702
0102,3402,0702,4201,0702,1700
0201,3301,4403,4501,0303,1601
0101,7400,0801,5802,0102,0602
3402,7400,3501,8101,0602,0804
2301,2402,0702,1516,0702,1202
0201,0201,4403,4403,0303,0701
2902,3001,1503,4202,0210,1700
2301,7400,4201,4501,0602,1700
3303,7400,1503,5301,0210,0401
0301,3002,0702,1801,0701,0702
0201,3402,4001,4403,0304,0401
0202,0301,1516,5801,0401,1601
0204,2301,0702,0801,0202,0702
0201,2301,0702,4402,0501,0702
2902,3601,4901,5101,0701,1601
0201,0201,0801,1801,0701,0701
3301,7400,5703,7801,0202,1601
2301,3402,0702,3501,0702,1202
3002,3002,1801,5704,0501,1800
0301,3201,0801,3501,0602,0701
2301,2402,0801,3505,0304,0401
0101,0301,4901,5801,0302,0701
3201,3301,4002,7801,1502,1601
2301,2301,1510,5301,0401,0802
0301,3001,2705,4201,0102,1700
0301,2301,1503,5301,0210,0802
0201,3001,4201,4501,1601,1700
0301,6802,1510,4402,0302,0501
0201,3002,2703,4501,0701,1601
0201,6901,4403,4501,0602,0701
2902,3301,1402,4403,0802,1601
0201,3001,4201,4501,1601,1700
2301,3402,4901,8101,0701,0804
0201,3601,4403,5703,0401,0701
0201,2301,3501,4501,0401,1601
3601,7400,5702,5801,0401,1800
2301,2301,4201,4501,1601,1700
2301,3303,1403,5301,0401,0804
0301,8001,3501,4501,0401,1601
0101,6802,0801,5301,0401,0701
3301,3402,5301,8101,0401,0802
0101,0201,0801,3910,0701,1203
0102,2301,0801,4901,0701,0702
3001,3601,3910,5301,0401,1203
0201,7400,3501,3503,0401,0401
3001,3002,2703,4202,0701,1700
0101,2301,1510,8101,0302,1800
2301,6802,4403,8101,0401,1800
0201,3101,5801,5801,0401,0602
3201,3301,4002,7801,1502,1601
3001,3402,1503,4201,0210,1700
6601,8001,4201,5802,0602,1700
2301,3303,1503,8101,0210,1800
0205,3001,1503,4201,0210,1700
0201,3001,4001,4201,0304,1700
0101,3303,4101,5801,0302,1700
1101,3002,4001,5703,0304,1800
3601,7400,4403,5301,0401,0401
0201,2402,1501,5802,0303,0602
0201,0301,1510,8101,0401,1800
6801,7400,0801,5801,0701,0701
0301,2301,1402,3501,0401,0802
3303,6802,1510,5301,0304,0602
0201,0301,2705,5301,0102,0401
0201,0301,0702,1402,0702,0802
3001,3303,1510,1801,0304,0501
3001,3303,4201,5301,0401,1700
1101,3201,1503,5101,0210,0401
6801,7400,4102,5001,0602,1700
0201,2402,0702,4501,0702,1202
2301,7400,0702,3501,0401,0702
0101,3002,2703,3501,0202,1601
3301,6802,1402,5301,0401,0802
0201,0201,0702,0702,0702,0702
3001,3601,0702,5301,0702,0802
0101,3101,1510,2705,0304,1502
0301,3002,4002,5301,0304,0401
2301,2902,0702,4403,0702,1202
2301,3002,0702,4501,0401,0702
0201,3201,1401,4501,0802,1601
0301,3002,1403,5802,0602,0802
0301,2301,4501,5702,0602,1800
2402,3001,4501,5301,0401,0602
0201,7400,0801,4201,0304,1700
0214,7400,1401,1503,0210,0804
3002,3303,1516,5001,0401,1402
0201,2902,1501,3501,0304,0802
0101,0202,3501,5301,0401,1601
0202,3303,1402,4403,0802,1403
0102,3001,0702,4201,0702,1700
0301,3303,5801,5801,0401,0602
0101,0202,3501,4403,0303,0401
3303,6802,0801,5301,0401,0701
0201,2301,1503,5801,0210,0701
2301,3601,0702,0801,0701,0702
0201,0202,1516,5101,1402,1402
0201,3303,3910,5301,0802,1203
0205,6601,4101,5703,0701,1800
2403,6802,1801,3501,0202,0401
0301,3303,1516,3910,1203,1601
1101,3303,1510,5101,0304,1502
2301,2301,0702,5201,0702,1202
0301,3002,0801,5301,0401,0701
0202,7400,1503,5301,0210,0401
0202,6802,0702,5201,0702,1601
3402,6802,4501,4901,0701,0701
3002,3201,3901,5703,1203,1800
3402,6802,1516,4201,1402,1700
3002,6602,4403,5801,0701,1403
3002,7400,4501,5301,0401,1601
3002,3402,0801,3501,0401,0701
3601,6802,3501,5301,0401,0401
3001,6802,1510,4201,0304,1700
0201,0202,1402,4501,0802,1601
3001,3002,4201,5703,0701,1700
3001,7400,1503,4403,0210,0401
2601,3303,4403,5801,0202,0302
0201,3001,1510,5301,0304,1601
0201,0301,3501,4501,0401,1601
0301,6601,0702,5802,0602,0702
2301,7400,0702,3910,0702,1203
0301,6802,0702,5301,0401,0702
2402,3001,4001,5703,0304,1800
2402,2902,1401,4901,0701,0802
3601,6815,1510,5301,0304,0401
0202,6802,1510,5301,0304,0401
0102,3303,4901,5801,0302,0701
0101,3001,0801,4201,0701,1700
6802,6802,0702,3501,0401,0702
0201,7400,1501,4201,0304,1700
0101,3002,0801,5703,0701,0701
0101,0201,1402,8101,0802,1800
0201,2301,0801,4201,0701,1700
0201,3002,3501,4901,0401,0701
0101,3303,0702,4101,0702,1700
2301,7400,0702,5802,0602,1505
3303,3303,4001,5301,0304,0401
2902,6802,1518,5801,0304,0701
0201,3303,1510,4403,0303,0304
3002,3101,5703,5801,0401,0701
0201,0205,0705,5201,0702,1202
3601,8001,1402,1503,0210,0802
0101,3001,4201,8101,1700,1800
0201,0202,1801,4501,0501,1601
2301,3303,5301,7801,0602,1601
3002,3601,1503,5301,0210,0401
0201,3303,5801,5801,0302,0401
3001,3002,1302,4201,0602,1700
2902,3002,5801,5801,0401,0701
3002,6601,3501,5301,0401,0701
1101,7400,3501,5301,0401,0401
2301,7400,3501,4403,0401,0401
0301,2301,5301,5802,0602,0602
3004,3303,3701,5801,0214,0701
3002,6802,5301,5801,0210,0401
0201,8001,3501,5703,0701,1601
0301,8001,0702,4201,0702,1700
1101,3002,0702,5801,0701,0702
0205,0301,5301,5801,0304,0401
0201,2402,0702,5101,0702,1502
2902,7400,4403,5802,0303,0602
0101,0205,0801,1510,0304,0701
0201,0201,1801,4001,0202,0304
0201,2301,3501,8101,0401,0804
3303,3303,4201,5801,0701,1700
3001,3601,4201,5301,0401,1700
0101,2301,1503,1510,0210,0304
3101,6801,4201,5701,0701,1700
0301,7400,3901,5301,0202,0401
0201,6802,1510,4501,0304,1601
0201,0301,0702,1402,0702,0802
0201,0301,1516,3501,1601,1601
0202,7400,1503,5201,0210,1601
0202,6601,3501,5301,0401,0401
0102,2301,4403,4901,0401,0701
3002,3303,3501,4201,0401,1700
3303,3601,3501,5301,0401,1601
3001,3001,5201,5703,1601,1700
7400,7400,1402,5301,0401,0802
2301,2301,1503,4403,0210,1800
3303,6802,4901,5801,0304,0701
3001,3002,5703,8101,1800,1800
2301,2402,3501,3502,0401,0701
0301,2301,5301,5704,0802,1800
3001,3301,1402,5301,0401,0802
0201,3002,1401,4402,0202,0501
0201,3002,0702,4001,0304,0702
0201,2301,1503,4501,0210,1601
0102,3601,5301,8101,0401,0804
2402,3101,4403,5703,0401,0701
3303,3402,1503,4403,0210,0401
2301,2902,1516,5301,0401,1402
2301,3301,4201,5301,0602,1700
2301,6801,1801,4901,0401,0501
0101,6802,0801,4701,0701,0701
2301,3303,5201,5301,0401,1202
0205,3301,4201,5301,0401,1700
0301,3001,1402,3501,0401,0802
0301,7400,1402,1510,0304,0802
2601,6802,0801,8101,0304,1800
3001,3001,4201,5301,0401,1700
3303,3402,4403,5301,0401,0401
2301,3001,0702,1801,0702,0704
0205,3001,4201,5301,0401,1700
2301,7400,1402,1402,0802,0802
0201,0301,3501,4901,0303,1601
3601,6801,5301,5802,0401,0602
2402,3002,1503,4501,0210,0602
3002,7400,3501,4901,0602,0701
0101,6601,4501,5701,0602,0602
2902,3601,3910,4403,0602,1203
0202,2301,0801,1516,0304,1402
0301,3002,4001,4501,0304,1601
3402,6801,3501,5301,0401,0401
3402,3402,4403,5101,0401,1601
2301,7400,1503,4201,0210,1700
1101,3001,0801,5601,0102,0304
0101,0205,5501,5802,0303,0401
3001,6802,1517,5201,0501,1601
2301,2301,0801,5301,0401,0701
3601,7400,0801,5301,0304,0401
0201,6801,4501,5802,0602,1601
2301,3303,0702,8101,1505,1800
0201,0202,4402,5301,0401,0501
3002,6808,0702,1510,0702,0804
0101,3601,0801,3501,0701,0701
1101,6602,3501,5801,0401,0701
3002,6603,4403,7801,0401,1601
0201,0301,5801,5802,0305,0602
0201,2902,0702,1503,0210,1505
3002,7400,1401,3501,0401,0802
3303,6602,1516,1801,0202,1402
0301,6801,1518,4402,0501,0701
6601,6801,5802,8201,0302,0602
0101,2402,3701,4901,0602,0701
3001,3001,4201,5801,0302,1700
0201,3601,4201,5201,1601,1700
0102,6802,1401,1510,0304,0804
3001,3301,1402,4201,0802,1700
3601,7400,1503,5301,0401,1203
2301,7400,1510,4102,0304,1700
3001,3002,5201,7801,1601,1601
0201,6802,1510,3501,0304,0401
1101,8001,3501,4501,0401,1601
2301,7400,5301,5301,0401,0701
0301,3303,1516,4501,1402,1601
3402,6603,1516,4403,0401,1402
2601,3001,3501,5802,0602,1601
2601,6802,5301,5802,0401,0602
3001,8001,4201,5201,1601,1700
0301,2902,1516,4501,0701,1601
0101,3201,0702,5301,0401,0701
0201,3201,1401,3501,0401,0802
0301,7400,5703,5704,0701,1800
3001,6801,3501,5802,0401,0602
3002,6801,4501,5201,1601,1601
2301,2902,0702,4901,0701,1505
0301,2902,4901,5001,0701,0804
2402,3301,4201,5101,0304,1700
0301,2301,1801,3501,0501,1601
2301,7400,0801,5301,0401,0702
0201,6801,5801,5802,0302,0602
3303,6802,0702,5301,0401,0702
0301,3402,4501,5301,0802,1601
2301,3001,4201,4403,0401,1700
0101,0301,1510,4402,0304,0501
0101,0202,0801,5301,0401,0701
6802,7400,1503,5108,0304,0802
2301,8001,4501,5801,0701,1601
3201,3402,5101,8101,0804,1601
0201,6801,1524,5101,0501,0602
